Fecha ;PM10;PM2.5;Vel Viento;Precipitacion;Dir Viento;OZONO;CO;NO;NO2;NOX;Temperatura;HR
24-02-2024 15:00;50,4;26;0;0;0;47,1;0,5;2,3;1,7;4;20,3;48
24-02-2024 16:00;53,3;22;0;0;0;39,8;0,5;2,4;2,3;4,7;19,2;53
24-02-2024 17:00;54,4;22;0;0;0;34,2;0,4;4,4;1,3;5,7;18,9;56
24-02-2024 18:00;53;25;0;0;0;28,4;0,5;4,4;4,7;9,1;17,5;60
24-02-2024 19:00;47,6;18;0;0,3;0;19,7;0,6;5;6,5;11,5;15,9;70
24-02-2024 20:00;48,6;23;0;0;0;13;0,6;6,6;7,8;14,4;15;74
24-02-2024 21:00;43,3;22;0;0;0;13,3;0,6;6,1;7,1;13,2;14,9;72
24-02-2024 22:00;47,1;19;0;0;0;13,3;0,5;5,2;5,7;10,9;14,8;70
24-02-2024 23:00;37,8;22;0;0;0;12,7;0,5;4,7;4,4;9,1;14,3;72
24-02-2024 24:00;26,6;19;0;0;0;10,2;0,4;5;7,5;12,5;14,1;73
25-02-2024 01:00;34,9;18;0;0;0;13,3;0,3;2,5;0,9;3,4;13,7;73
25-02-2024 02:00;25,6;17;0;0;0;9,6;0,4;2,9;4,4;7,3;13,1;74
25-02-2024 03:00;27,9;17;0;0;0;6,6;0,4;4,2;6,5;10,7;12,5;75
25-02-2024 04:00;30,9;19;0;0;0;10,9;0,4;2,2;2,6;4,7;12,7;73
25-02-2024 05:00;31,3;23;0;0;0;8,6;0,4;2;4;5,9;12;74
25-02-2024 06:00;31,1;24;0;0;0;5,8;0,4;3;5,3;8,3;11,2;75
25-02-2024 07:00;29;26;0;0;0;5,3;0,4;6,2;5,6;11,7;12,4;72
25-02-2024 08:00;29,9;25;0;0;0;13,6;0,4;7,6;0,2;7,8;14,8;63
25-02-2024 09:00;32,9;24;0;0;0;24,9;0,3;0;0;0;18,2;50
25-02-2024 10:00;24,8;12;0;0;0;32,3;0,3;0;0;0;20,8;43
25-02-2024 11:00;26;22;0;0;0;43,5;0,2;0;0;0;22;36
25-02-2024 12:00;20,3;20;0;0;0;49,5;0,2;0;0;0;22,7;32
25-02-2024 13:00;19;19;0;0;0;39,7;0,3;0;0;0;20,6;45
25-02-2024 14:00;30,3;27;0;0;0;34,7;0,3;0;0;0;19,3;49
25-02-2024 15:00;24,2;20;0;0;0;32,8;0,4;0;0;0;18,5;53
25-02-2024 16:00;32,3;31;0;0;0;32,4;0,4;0;0;0;18,5;54
25-02-2024 17:00;49,7;27;0;0;0;26,9;0,4;0;0;0;18,1;56
25-02-2024 18:00;42,5;18;0;2,3;0;18,1;0,5;3,1;0,3;3,4;15,3;70
25-02-2024 19:00;29,6;22;0;0,1;0;11;0,7;6,2;8;14,2;14,4;73
25-02-2024 20:00;39,3;25;0;0;0;9,8;0,6;5,5;7,8;13,3;13,9;73
25-02-2024 21:00;32,7;25;0;0;0;6,9;0,7;9,5;11,5;21;13,5;73
25-02-2024 22:00;39,9;25;0;0;0;4,7;0,6;10,8;14,5;25,3;13,6;74
25-02-2024 23:00;36,9;22;0;0;0;6;0,5;4,7;10,5;15,2;12,9;73
25-02-2024 24:00;40,6;21;0;0;0;5,6;0,5;5,1;11,8;16,9;13,1;72
26-02-2024 01:00;34;23;0;0;0;8;0,4;2,3;5,1;7,3;12,5;73
26-02-2024 02:00;28,3;17;0;0;0;1,9;0,5;6;12,3;18,3;12,4;74
26-02-2024 03:00;39,2;25;0;0;0;1,3;0,4;9,8;13,3;23,1;11,8;76
26-02-2024 04:00;35,2;23;0;0;0;1,5;0,4;5,9;11,7;17,6;12;75
26-02-2024 05:00;34,8;23;0;0;0;0,7;0,8;75,4;23,7;99,4;11;80
26-02-2024 06:00;37,7;35;0;0;0;0,4;1,4;0;0;0;10,7;81
26-02-2024 07:00;57;0;0;0;0;0,5;1,2;68,7;17,9;86,5;11;80
26-02-2024 08:00;63,4;44;0;0;0;3,1;1,5;61,5;21,2;82,7;15,2;65
26-02-2024 09:00;76,7;51;0;0;0;9,5;0;43,3;31,1;74,3;19,2;52
26-02-2024 10:00;0;53;0;0;0;0;1,2;0;0;0;19,6;48
26-02-2024 11:00;0;43;0;0;0;31,6;0,9;0;0;0;22;40
26-02-2024 12:00;0;45;0;0;0;35,7;0,8;7,1;23,5;30,6;21,2;40
26-02-2024 13:00;71,5;39;0;0;0;35,4;0,7;5;23,1;28,2;20,2;45
26-02-2024 14:00;62,2;47;0;0;0;33,3;0,6;5,3;14;19,3;18,6;53
26-02-2024 15:00;67,5;34;0;0;0;30,5;0,5;5,8;13,4;19,2;18,9;51
26-02-2024 16:00;70,5;31;0;0;0;27,2;0,5;5;13,7;18,6;18,4;55
26-02-2024 17:00;80;35;0;0;0;20,7;0,7;8,3;18,8;27,2;18,3;54
26-02-2024 18:00;77,3;32;0;0;0;17,9;0,9;10,9;23;33,9;18,1;54
26-02-2024 19:00;68,5;34;0;0;0;8,8;1,1;18,3;29,2;47,5;16,1;64
26-02-2024 20:00;71,7;37;0;0;0;8,4;0,9;12,1;25,6;37,7;15,2;70
26-02-2024 21:00;60,8;35;0;0;0;8;0,9;10,1;23,8;33,8;15;71
26-02-2024 22:00;57,3;30;0;0;0;6,6;0,8;7,8;21,1;28,9;14,5;73
26-02-2024 23:00;55,2;30;0;0;0;1,5;0,7;19,8;28,5;48,3;14,6;74
26-02-2024 24:00;57,5;28;0;0;0;2,4;0,6;10,3;24;34,3;13,7;76
27-02-2024 01:00;47;27;0;0;0;5;0,4;4,9;18,4;23,3;13,4;77
27-02-2024 02:00;48,3;32;0;0;0;6,2;0,4;2,5;13,8;16,3;13,3;77
27-02-2024 03:00;37,3;33;0;0;0;3;0,4;9,6;16,9;26,6;12,9;78
27-02-2024 04:00;44,7;33;0;0;0;0,3;0,5;17,4;20,4;37,8;12,7;78
27-02-2024 05:00;50,4;40;0;0;0;0,4;0,7;52,3;23;75,7;13,1;77
27-02-2024 06:00;61,6;45;0;0;0;0,5;1,1;77;26,5;103,6;13,3;75
27-02-2024 07:00;63,6;54;0;0;0;0,8;1,3;70,3;23,8;93,9;13,5;74
27-02-2024 08:00;74;51;0;0;0;2,1;1,1;38,9;21,4;60,3;14,9;69
27-02-2024 09:00;74,7;51;0;0;0;5,5;1,3;46,5;27,6;74,1;17,9;60
27-02-2024 10:00;69,4;52;0;0;0;10,7;1;28,8;27,5;56,3;18;57
27-02-2024 11:00;74,6;49;0;0;0;29,5;0,6;10,1;9,3;19,4;21,2;46
27-02-2024 12:00;58,2;33;0;0;0;41;0,4;4,8;2,8;7,6;23,5;38
27-02-2024 13:00;44,8;27;0;0;0;53;1;4;15,1;19,1;24;37
27-02-2024 14:00;55,1;50;0;0;0;59,1;0,6;2,5;14,4;16,9;22,5;46
27-02-2024 15:00;71;58;0;0;0;38,9;0,4;3,7;4,7;8,4;22;47
27-02-2024 16:00;77,1;35;0;0;0;32,1;0,4;4;2,4;6,4;21,8;49
27-02-2024 17:00;86;31;0;0;0;28,7;0,5;5,1;3,6;8,7;21,3;51
27-02-2024 18:00;72,7;27;0;0;0;23,3;0,6;7;10;17;19;59
27-02-2024 19:00;67,6;29;0;0;0;17,3;0,7;7,2;15,6;23,1;17,2;62
27-02-2024 20:00;52,3;35;0;0;0;11,5;0,9;6,5;22,2;28,7;16,5;62
27-02-2024 21:00;53,9;22;0;0;0;16;0,6;3,1;16,1;19,2;15,8;67
27-02-2024 22:00;49,9;34;0;0;0;22,2;0,4;1,3;6,3;7,6;15,7;63
27-02-2024 23:00;45,4;24;0;0;0;14;0,6;1,5;12,4;13,9;15,7;65
27-02-2024 24:00;36,4;26;0;0;0;14,9;0,5;1,4;9,7;11,2;15,3;66
28-02-2024 01:00;38,3;24;0;0;0;15,8;0,4;1,1;5,8;6,8;15;66
28-02-2024 02:00;29,4;22;0;0;0;10,9;0,4;1,2;9,6;10,7;14;72
28-02-2024 03:00;34,3;27;0;0;0;13;0,3;0,5;3,8;4,4;13,9;72
28-02-2024 04:00;44,2;23;0;0;0;23;0,3;0;0;0;14,6;68
28-02-2024 05:00;36,6;24;0;0;0;16,4;0,3;1;1,7;2,7;14,2;69
28-02-2024 06:00;33;28;0;0;0;9,2;0,6;33,9;19,8;53,4;13,5;72
28-02-2024 07:00;39,5;31;0;0;0;6,3;0,8;22,3;19,3;41,7;13,7;72
28-02-2024 08:00;33,6;26;0;0;0;6,4;1,3;36,5;24,5;61;18;59
28-02-2024 09:00;42;42;0;0;0;16,5;1;20,2;20,7;40,9;20,4;50
28-02-2024 10:00;43;34;0;0;0;25;0,5;9,9;5,2;15,1;20,4;48
28-02-2024 11:00;33,3;20;0;0;0;30,3;0,4;4,2;0,4;4,6;20,9;45
28-02-2024 12:00;34,8;17;0;0;0;43,9;0,5;4,3;5,8;10,1;24,3;35
28-02-2024 13:00;26,3;23;0;0;0;51,5;0,5;2,3;6;8,3;24,2;35
28-02-2024 14:00;23;23;0;0;0;48,5;0,5;3,4;7;10,4;24,1;43
28-02-2024 15:00;46,5;35;0;0;0;38,6;0,4;3,6;3,8;7,3;23;47
28-02-2024 16:00;51,3;24;0;0;0;34,3;0,4;4,9;5,1;10;22,3;49
28-02-2024 17:00;66,4;30;0;0;0;29,1;0,5;5,3;6,4;11,7;21;53
28-02-2024 18:00;63,1;30;0;0;0;23,5;0,7;5,6;12,6;18,2;20,4;55
28-02-2024 19:00;65,8;32;0;0;0;15;0,8;8,2;20;28,2;17,9;64
28-02-2024 20:00;63,2;30;0;0;0;8,3;1;17,2;27,1;44,4;16,9;69
28-02-2024 21:00;68,9;33;0;0;0;13,1;0,8;6,4;17,4;23,9;16,6;71
28-02-2024 22:00;65,9;32;0;0;0;12,1;0,7;5,4;17,2;22,6;16,1;73
28-02-2024 23:00;57,9;38;0;0;0;7,7;0,8;3,2;0,4;3,5;16;73
28-02-2024 24:00;59;0;0;0;0;13,5;0,5;0;0;0;15,5;75
29-02-2024 01:00;43,9;0;0;0;0;14,2;0,4;0;0;0;15,3;75
29-02-2024 02:00;0;0;0;0;0;0;0;0;0;0;0;0
29-02-2024 03:00;0;0;0;0;0;0;0;0;0;0;0;0
29-02-2024 04:00;0;0;0;0;0;0;0;0;0;0;0;0
29-02-2024 05:00;0;0;0;0;0;0,7;0,6;10,8;13;23,8;13,6;77
29-02-2024 06:00;0;36;0;0;0;6,4;0,7;10,3;15,8;26,1;14,4;73
29-02-2024 07:00;45,9;29;0;0;0;3,1;1,6;78;24,8;102,9;14,5;71
29-02-2024 08:00;93,3;54;0;0;0;6,5;1,4;54,4;26,8;81,2;17,8;59
29-02-2024 09:00;61,1;43;0;0;0;25,8;0,6;7,1;3,6;10,7;20,8;45
29-02-2024 10:00;18;18;0;0;0;26,2;0,5;4,7;0,9;5,6;21,1;43
29-02-2024 11:00;34,5;23;0;0;0;32,7;0,3;0;0;0;23,2;34
29-02-2024 12:00;0;13;0;0;0;39;0,3;0;0;0;23,5;32
29-02-2024 13:00;0;12;0;0;0;45,3;0,3;0;0;0;25,2;26
29-02-2024 14:00;0;18;0;0;0;47,9;0,5;2,4;4,5;6,9;24,1;36
29-02-2024 15:00;0;34;0;0;0;44;0,6;3,7;9,7;13,4;21,6;49
29-02-2024 16:00;89,6;46;0;0;0;43,4;0,6;2,9;10,7;13,6;20,9;52
29-02-2024 17:00;129,1;43;0;0;0;39,5;0,7;4,7;11,9;16,5;21;51
29-02-2024 18:00;92,5;39;0;0;0;28,3;0,8;5,2;12,8;18;18,4;59
29-02-2024 19:00;62,2;35;0;0;0;18,9;1;6,7;21,5;28,2;16,9;62
29-02-2024 20:00;62,2;33;0;0;0;13,1;1;10,3;31,5;41,8;16,4;65
29-02-2024 21:00;56,5;38;0;0;0;10,8;1;7,8;30,6;38,4;16,4;66
29-02-2024 22:00;64;44;0;0;0;17,5;0,8;5,4;17,7;23,1;15,8;72
29-02-2024 23:00;62,4;33;0;0;0;12,3;0,7;4,7;22,5;27,2;14,9;75
29-02-2024 24:00;42,1;24;0;0;0;17,2;0,6;2,5;15,8;18,3;15;73
01-03-2024 01:00;48,8;30;0;0;0;22,8;0,4;1;6,5;7,5;15,2;71
01-03-2024 02:00;37,2;25;0;0;0;22,1;0,4;0,6;4;4,7;14,9;72
01-03-2024 03:00;36;36;0;0;0;22;0,3;0,8;0,7;1,4;14,8;70
01-03-2024 04:00;0;38;0;0;0;19,3;0,4;0,6;1,8;2,5;14,4;64
01-03-2024 05:00;29,1;28;0;0;0;15,8;0,4;2,8;6,8;9,5;13,3;65
01-03-2024 06:00;40,3;33;0;0;0;8,5;0,6;29,9;23,6;54;12,5;67
01-03-2024 07:00;39;39;0;0;0;3,2;1,2;40,2;28,3;68,8;13,2;64
01-03-2024 08:00;56,3;41;0;0;0;9,2;1,2;36,8;27,2;64;17,6;50
01-03-2024 09:00;60,6;40;0;0;0;24,7;0,6;9,9;8;17,9;19,4;43
01-03-2024 10:00;50,7;24;0;0;0;34,9;0,4;3,8;0,9;4,7;21,3;36
01-03-2024 11:00;32,4;21;0;0;0;45,2;0,4;2,9;1,1;4,1;23,4;30
01-03-2024 12:00;24,5;22;0;0;0;59;0,5;0;0;0;24,2;25
01-03-2024 13:00;35;27;0;0;0;63,2;0,6;3,4;17,8;21,2;23,7;30
01-03-2024 14:00;46,1;40;0;0;0;45,2;0,6;3,5;14,9;18,4;21,1;44
01-03-2024 15:00;61,1;42;0;0;0;43,1;0,6;4,6;13,8;18,4;21,4;47
01-03-2024 16:00;71,4;45;0;0;0;42,1;0,6;4,2;16,4;20,6;20,5;47
01-03-2024 17:00;75,5;35;0;0;0;28,1;0,7;8,2;22,9;31,2;18,1;60
01-03-2024 18:00;75,3;43;0;0;0;21,3;1;10,7;30,3;41,1;17,1;64
01-03-2024 19:00;82,9;46;0;0;0;16,9;1;6,8;28,9;35,7;16,5;66
01-03-2024 20:00;82,8;43;0;0;0;13,5;1;9,3;29,2;38,6;16,4;65
01-03-2024 21:00;82;43;0;0;0;15,1;0,8;8,9;22,3;31,2;15,8;70
01-03-2024 22:00;74,3;35;0;0;0;17,4;0,7;5,1;17,1;22,2;15,3;69
01-03-2024 23:00;74,7;30;0;0;0;11,9;0,7;6,9;23,1;30;15,2;69
01-03-2024 24:00;62,3;36;0;0;0;14,4;0,6;5,1;18,1;23,2;14,7;70
02-03-2024 01:00;58,5;31;0;0;0;12,8;0,5;6,1;22,4;28,5;14,2;72
02-03-2024 02:00;49,2;22;0;0;0;13,3;0,4;2,5;14,5;17;13,6;75
02-03-2024 03:00;48,8;33;0;0;0;10,7;0,5;1,6;17,2;18,8;13;76
02-03-2024 04:00;47,8;40;0;0;0;8,5;0,5;2,6;18,6;21,2;13,4;73
02-03-2024 05:00;45,4;39;0;0;0;19,4;0,4;1,5;5,7;7,1;13,4;70
02-03-2024 06:00;43,1;36;0;0;0;7,6;0,6;9,1;19,1;28,2;13,4;71
02-03-2024 07:00;52,5;41;0;0;0;4,3;0,7;19,7;23,8;43,5;12,8;72
02-03-2024 08:00;56,4;42;0;0;0;13,5;0,7;15,6;18,4;33,9;16;61
02-03-2024 09:00;58,1;42;0;0;0;30,4;0,5;6,3;5,4;11,7;18,9;50
02-03-2024 10:00;47,4;33;0;0;0;39,8;0,4;3,6;3,6;7,3;21,4;42
02-03-2024 11:00;40,7;30;0;0;0;47,2;0,4;3,2;3,7;6,9;23,6;33
02-03-2024 12:00;31,3;25;0;0;0;56,5;0,4;2,7;6,5;9,2;23,9;31
02-03-2024 13:00;40,5;28;0;0;0;48,7;0,6;3,2;10,9;14,2;22,6;39
02-03-2024 14:00;43,9;37;0;0;0;38,7;0,7;4,5;14,7;19,3;20,9;47
02-03-2024 15:00;66,4;35;0;0;0;45,3;0,5;3,9;9,8;13,7;22,5;40
02-03-2024 16:00;65,6;36;0;0;0;41,2;0,5;3,4;6,7;10,1;22,6;41
02-03-2024 17:00;67,7;29;0;0;0;36,1;0,5;2,9;8;10,9;20,5;49
02-03-2024 18:00;57,6;33;0;0;0;30,6;0,6;2,9;11,6;14,5;19;56
02-03-2024 19:00;52,9;37;0;0;0;23,8;0,7;3,4;16,8;20,1;17;65
02-03-2024 20:00;57,2;35;0;0;0;22,3;0,7;3,3;18,3;21,6;16,4;67
02-03-2024 21:00;59,6;32;0;0;0;26,6;0,7;1,9;15,5;17,4;16;69
02-03-2024 22:00;59,4;36;0;0;0;18,3;0,7;4;20,7;24,7;16;70
02-03-2024 23:00;51,5;39;0;2,3;0;19,7;0,5;1,8;9,8;11,7;14,5;76
02-03-2024 24:00;53;28;0;0,1;0;11,3;0,5;5,1;19,4;24,5;13,4;80
03-03-2024 01:00;39,9;16;0;0;0;21,7;0,4;1,6;7,3;8,9;12,9;78
03-03-2024 02:00;42,3;21;0;0;0;18,6;0,4;1,4;8,5;9,9;12,9;80
03-03-2024 03:00;31,1;22;0;0;0;17;0,4;1;7,8;8,8;13,2;80
03-03-2024 04:00;39,3;19;0;0;0;12,1;0,4;2,1;13,9;16,1;13,3;80
03-03-2024 05:00;29,5;20;0;0;0;12,1;0,4;1,7;12,6;14,3;13,1;80
03-03-2024 06:00;23;23;0;0;0;8,6;0,5;2,3;14,3;16,6;13,1;80
03-03-2024 07:00;28;27;0;0;0;12,8;0,5;2,9;7,8;10,6;13,4;77
03-03-2024 08:00;22,6;21;0;0;0;18,8;0,5;6,9;6,4;13,3;17,4;62
03-03-2024 09:00;0;28;0;0;0;28,5;0,4;2,7;0,2;2,9;19;54
03-03-2024 10:00;24;24;0;0;0;32,9;0,5;4;5,8;9,7;21,2;47
03-03-2024 11:00;26,5;24;0;0;0;44,5;0,5;4;7,8;11,8;23,6;40
03-03-2024 12:00;21;21;0;0;0;55,7;0,5;2,9;8,4;11,3;23,5;40
03-03-2024 13:00;0;23;0;0;0;45,2;0,5;1,9;4,3;6,2;22;49
03-03-2024 14:00;0;37;0;0;0;38,9;0,4;2,2;1,6;3,9;22,5;46
03-03-2024 15:00;25,5;25;0;0;0;36,2;0,4;2,2;1;3,2;22,2;46
03-03-2024 16:00;29,3;25;0;0;0;35,1;0,4;1,9;1,6;3,5;21,6;47
03-03-2024 17:00;47,4;23;0;0;0;31,7;0,4;2,3;3,4;5,7;21;52
03-03-2024 18:00;41,9;31;0;0;0;29,5;0,5;2,4;5,5;7,9;19,4;58
03-03-2024 19:00;44,7;33;0;0;0;25,6;0,5;1,8;8,6;10,4;17,5;63
03-03-2024 20:00;31,9;28;0;0;0;19,9;0,6;2,8;15;17,8;16,7;65
03-03-2024 21:00;40,4;34;0;0;0;22,2;0,6;2,3;11,6;13,8;15,9;70
03-03-2024 22:00;44,4;34;0;0;0;20,3;0,5;1;11;12;15,5;68
03-03-2024 23:00;41,1;20;0;0;0;13,3;0,6;1,2;14,7;15,9;14,7;75
03-03-2024 24:00;31;31;0;0;0;10,2;0,6;1,5;17,4;19;14,7;74
04-03-2024 01:00;29;17;0;0;0;7,4;0,5;1,8;18,2;20;14,4;75
04-03-2024 02:00;31,9;23;0;0;0;15,8;0,4;1,1;7,3;8,4;14;75
04-03-2024 03:00;31,3;24;0;0;0;12,7;0,4;1;9,2;10,2;14,1;75
04-03-2024 04:00;41,1;29;0;0;0;9,6;0,4;1,2;9,6;10,8;14;76
04-03-2024 05:00;31;31;0;0;0;7,4;0,4;3,5;12,2;15,7;14;74
04-03-2024 06:00;0;32;0;0;0;4,2;0,6;19,9;19,6;39,5;14,2;73
04-03-2024 07:00;36,3;30;0;0;0;0,6;1;35,7;25,6;61,3;14,5;73
04-03-2024 08:00;46,5;43;0;0;0;1,5;1,3;48,6;26,7;75,3;15,4;70
04-03-2024 09:00;45;45;0;0;0;18,3;0,7;14,5;10,9;25,4;17,5;60
04-03-2024 10:00;38,9;23;0;0;0;25,5;0,4;4,5;3,4;7,8;18,8;53
04-03-2024 11:00;29,3;17;0;0;0;31,6;0,4;2,9;2;4,9;21,1;46
04-03-2024 12:00;21,4;15;0;0;0;31,4;0,4;4,3;2,2;6,5;22,3;43
04-03-2024 13:00;21,9;21;0;0;0;34,8;0,5;4,3;8,7;12,9;22,1;46
04-03-2024 14:00;26;26;0;0;0;34,4;0,6;3,9;11;14,9;20,2;54
04-03-2024 15:00;33,2;27;0;0;0;33,7;0,5;4,4;6,3;10,7;21,6;50
04-03-2024 16:00;29,8;25;0;0;0;28,8;0,6;4,5;9,3;13,8;20,3;54
04-03-2024 17:00;43;27;0;0;0;19;0,7;7,1;18,9;26;18,8;61
04-03-2024 18:00;43,4;30;0;1,6;0;18,9;0,8;9,1;16,7;25,9;17,2;69
04-03-2024 19:00;39,5;34;0;0;0;12,6;1,1;9,7;26,5;37;16,2;71
04-03-2024 20:00;45;36;0;0;0;10,9;0,9;13,5;27,4;40,8;15,3;72
04-03-2024 21:00;40,8;28;0;0;0;7,5;0,9;9,9;27,3;37,2;14,5;73
04-03-2024 22:00;41,7;33;0;0;0;2,7;1,1;16,5;34;50,4;14,5;74
04-03-2024 23:00;45,3;41;0;0;0;3,7;0,9;7,1;30;37,1;14,6;74
04-03-2024 24:00;44,7;39;0;0;0;1,9;0,9;7,8;31,5;39,4;14,5;75
05-03-2024 01:00;49,2;38;0;0;0;5,9;0,7;10,3;27,1;37,4;13,8;77
05-03-2024 02:00;47,9;34;0;0;0;11,1;0,5;2,7;20,3;23;14,3;76
05-03-2024 03:00;45,1;26;0;0;0;9,4;0,4;1,8;19;20,8;13,5;78
05-03-2024 04:00;47,8;32;0;0;0;3,5;0,5;5,9;24,7;30,6;13,5;79
05-03-2024 05:00;47,9;39;0;0;0;1,9;0,6;7,6;27,9;35,5;14,2;76
05-03-2024 06:00;45,8;38;0;0;0;0,5;1;43,2;35,2;77,9;14,1;76
05-03-2024 07:00;54;54;0;0;0;0,7;1,5;66,7;32,5;99,2;14;76
05-03-2024 08:00;64,1;55;0;0;0;7,8;1,2;34,4;25,1;59,4;16,1;66
05-03-2024 09:00;61,7;35;0;0;0;10,9;1,2;22,6;32,1;54,7;18,2;57
05-03-2024 10:00;62,7;44;0;0;0;28,9;0,5;6,5;6,6;13,1;21,4;46
05-03-2024 11:00;46,8;22;0;0;0;32,7;0,4;4,7;1;5,7;22,5;43
05-03-2024 12:00;32,9;21;0;0;0;34,8;0,3;0;0;0;23,5;39
05-03-2024 13:00;24;20;0;0;0;34,8;0,4;4,3;0,5;4,7;22,7;39
05-03-2024 14:00;20;20;0;0;0;32,4;0,4;3,4;4,5;8;22,1;42
05-03-2024 15:00;24;24;0;0;0;33,5;0,5;3,8;7,2;11;21,4;47
05-03-2024 16:00;0;33;0;0;0;26,7;0,6;7,3;13,3;20,6;20,9;51
05-03-2024 17:00;38;38;0;0;0;28,2;0,7;7,9;13,1;21;22,1;50
05-03-2024 18:00;48,2;31;0;0;0;20,7;1,4;8,7;21,7;30,4;18,9;59
05-03-2024 19:00;98,8;0;0;0;0;12,5;1;9,1;22,3;31,4;17,2;59
05-03-2024 20:00;85;29;0;0;0;9,4;0,8;7,5;23,2;30,7;16,9;57
05-03-2024 21:00;66,7;22;0;0;0;13,3;0,8;3,2;19,8;23;15,7;62
05-03-2024 22:00;56,7;40;0;0;0;7,6;0,9;9,8;26;35,8;14,8;64
05-03-2024 23:00;55,3;37;0;0;0;15,3;0,6;2,8;13,2;16,1;14,5;65
05-03-2024 24:00;55,6;36;0;0;0;16,4;0,5;2,8;12,3;15,2;14,4;67
06-03-2024 01:00;39,2;26;0;0;0;15,5;0,4;1,2;9,7;10,9;13,8;68
06-03-2024 02:00;45;34;0;0;0;1,9;0,7;7,2;25,7;33;13,4;68
06-03-2024 03:00;49,7;38;0;0;0;3,5;0,5;6,3;22,6;28,9;12,9;71
06-03-2024 04:00;41,1;36;0;0;0;7,6;0,3;1,9;16;17,8;12,5;75
06-03-2024 05:00;50,5;34;0;0;0;5,1;0,5;55,4;25,9;81,4;11,2;79
06-03-2024 06:00;49,9;43;0;0;0;0,9;0,7;52,2;26,6;78,8;10,8;80
06-03-2024 07:00;54,5;38;0;0;0;1;1,2;54,8;31;85,4;12,1;75
06-03-2024 08:00;50,5;50;0;0;0;12,2;1,1;34,7;21,3;56;16,8;57
06-03-2024 09:00;51,5;38;0;0;0;22,8;0;13,3;13,1;26,4;19,5;48
06-03-2024 10:00;42,6;30;0;0;0;0;0,5;0;0;0;21,4;42
06-03-2024 11:00;44;28;0;0;0;32,5;0,4;0;0;0;22,2;37
06-03-2024 12:00;31,4;26;0;0;0;33,6;0,3;3,3;1,8;5,1;22,7;31
06-03-2024 13:00;30,3;19;0;0;0;34,9;0,2;3,3;0;2,8;24,2;25
06-03-2024 14:00;22,3;20;0;0;0;37,2;0,3;3,2;2,2;5,4;24,6;26
06-03-2024 15:00;20;20;0;0;0;40,2;0,5;3,9;11,5;15,4;22,4;45
06-03-2024 16:00;56,5;34;0;0;0;31,7;0,6;6,6;13,2;19,9;22,5;49
06-03-2024 17:00;70,1;38;0;2,2;0;29;0,5;5,6;11,9;17,4;20,2;57
06-03-2024 18:00;70,5;37;0;1,4;0;16,8;0,8;4,6;21,5;26,1;15,9;78
06-03-2024 19:00;71;36;0;0;0;10,2;1;11,2;32,7;44,1;16;77
06-03-2024 20:00;53,5;37;0;0;0;6,4;1,2;16,8;34,1;50,9;15,3;70
06-03-2024 21:00;50,6;47;0;0;0;6,9;1,2;12,3;31,4;43,7;14,8;67
06-03-2024 22:00;53,7;47;0;0,1;0;7,9;0,9;7,8;28;35,8;14,4;65
06-03-2024 23:00;55,5;41;0;0;0;18,2;0,6;6,6;14,7;21,3;13,9;66
06-03-2024 24:00;62,4;35;0;0;0;23;0,4;1,7;6,4;8;13,4;66
07-03-2024 01:00;44,2;30;0;0;0;15,8;0,5;2,2;12,2;14,3;13,2;68
07-03-2024 02:00;45,4;27;0;0;0;17,4;0,4;2,5;8,4;10,9;12,6;70
07-03-2024 03:00;34,1;34;0;0;0;26,1;0,3;0,9;0;0,8;12,2;71
07-03-2024 04:00;45,3;30;0;0;0;15,9;0,4;1,3;6,9;8,2;11,7;75
07-03-2024 05:00;40,2;37;0;0;0;9,8;0,4;2,9;13,8;16,8;11,1;78
07-03-2024 06:00;43,1;35;0;0;0;1,9;0,7;27,2;28,9;56,1;11;78
07-03-2024 07:00;48,3;47;0;0;0;0,9;1,5;84,1;34,2;118,4;11,5;76
07-03-2024 08:00;56,9;56;0;0;0;3,8;1,6;66,4;32,5;99;15,4;62
07-03-2024 09:00;62,7;51;0;0;0;14,8;1;28,5;27,1;55,6;18,3;53
07-03-2024 10:00;63,9;40;0;0;0;24,4;0,6;11;13;24,1;18,5;52
07-03-2024 11:00;56,5;39;0;0;0;31,3;0,5;5,3;5,8;11,1;21,4;44
07-03-2024 12:00;50,4;31;0;0;0;28,8;0,4;3,5;3,2;6,8;21,4;42
07-03-2024 13:00;42,2;27;0;0;0;28,7;0,4;4,2;2;6,3;21,6;44
07-03-2024 14:00;36,7;27;0;0;0;29,6;0,4;3,2;0,9;4,1;23,2;41
07-03-2024 15:00;31,3;26;0;0;0;25,5;0,4;3,3;0,6;3,9;24,1;36
07-03-2024 16:00;25,5;18;0;0;0;26,5;0,3;2,4;0;1,8;23,7;38
07-03-2024 17:00;39;18;0;0;0;26,7;0,4;4,4;3,4;7,8;21,9;42
07-03-2024 18:00;35,6;22;0;0;0;18,1;0,8;13,8;13,1;26,9;20;49
07-03-2024 19:00;30;30;0;0;0;13,3;1,1;9,2;27,5;36,7;17,8;67
07-03-2024 20:00;53,2;41;0;0;0;9,6;1,1;12,4;29,4;41,8;16,8;71
07-03-2024 21:00;56,1;41;0;0;0;6,2;1,1;13,4;31;44,5;15,7;73
07-03-2024 22:00;57,1;40;0;0;0;17,8;0,5;3,8;6,6;10,4;16,5;58
